,A,B,C,D,E,F,G,H,I,J
8017,Plum,Azure,Charcoal,Ivory,Cyan,Navy blue,White,Lime,Magenta,Azure
8018,Pea green,Ivory,Pea green,Pea green,Lime,Plum,Green,Navy blue,Maroon,Teal
8019,Navy blue,Maroon,Black,Hot pink,Magenta,Orange,Charcoal,Pea green,Charcoal,Plum
8020,Coral,Navy blue,Wheat,Purple,Wheat,Azure,Magenta,Hot pink,Lime,White
8021,Pea green,Wheat,Aquamarine,Khaki,Green,Cyan,Navy blue,Olden,Black,Red
8022,White,Maroon,Teal,Green,Black,Khaki,White,Lime,Azure,Olden
8023,Ivory,Gray,Navy blue,Cyan,Blue,Green,Green,Lime,Magenta,Charcoal
8024,Lime,Hot pink,Yellow,Blue,Black,Navy blue,Pea green,Orange,Red,Yellow
8025,Teal,Green,Coral,Magenta,Plum,Black,Fuchsia,Black,Aquamarine,Cyan
8026,Red,Azure,Cyan,Navy blue,Black,Green,Teal,Magenta,Blue,Yellow
8027,Aquamarine,Coral,Lime,Magenta,Fuchsia,Fuchsia,Khaki,Coral,Green,Khaki
8028,Green,Brown,White,Cyan,Lime,Wheat,Fuchsia,Wheat,Red,Coral
8029,Cyan,Magenta,Yellow,Crimson,Yellow,Khaki,Black,Aquamarine,Magenta,White
8030,Teal,Ivory,Teal,Hot pink,Crimson,Olden,Teal,Teal,White,Silver
8031,Maroon,Cyan,Teal,Olden,Fuchsia,Silver,Aquamarine,Orange,Charcoal,Purple
8032,Brown,Orange,Black,Pea green,Magenta,Ivory,Gray,Lime,Yellow,Crimson
8033,Yellow,White,Olden,Green,Wheat,Orange,Magenta,Hot pink,Olive,Charcoal
8034,Olive,Fuchsia,Teal,White,Orange,Cyan,Navy blue,Green,Wheat,Crimson
8035,Navy blue,Red,Ivory,Green,White,Yellow,Olden,Hot pink,Maroon,Orange
8036,Fuchsia,Olive,Azure,Aquamarine,Olden,Yellow,Hot pink,Red,Ivory,Orange
8037,Lime,Olive,Brown,Hot pink,Green,Lime,Magenta,Red,Magenta,Brown
8038,Crimson,Pea green,Charcoal,Lime,Gray,Navy blue,Wheat,Red,Lime,Teal
8039,White,Magenta,Aquamarine,Green,Pea green,Magenta,Black,Green,Silver,Gray
8040,Green,Coral,Silver,Silver,Lime,Orange,Blue,Hot pink,Teal,Teal
8041,Orange,Khaki,Gray,Hot pink,Green,Wheat,Hot pink,Olive,Navy blue,Azure
8042,Wheat,Olive,Olive,Wheat,Plum,Pea green,Teal,Maroon,Brown,Fuchsia
8043,Orange,Navy blue,Cyan,Aquamarine,Brown,Pea green,Hot pink,Coral,Magenta,White
8044,Olive,Green,White,Wheat,Crimson,Navy blue,Charcoal,White,Green,Plum
8045,Crimson,Brown,Wheat,Hot pink,Ivory,Purple,Olive,Cyan,Fuchsia,Orange
8046,Red,Hot pink,Orange,Charcoal,Khaki,Fuchsia,Olive,White,Blue,Black
8047,Olive,Orange,Silver,Lime,Blue,Navy blue,Silver,Coral,Fuchsia,Brown
8048,Yellow,Olive,Orange,Navy blue,Red,Crimson,Yellow,White,Lime,Purple
8049,Ivory,Aquamarine,Navy blue,Wheat,Gray,Silver,Orange,Crimson,Pea green,Fuchsia
8050,Brown,Hot pink,Fuchsia,Black,Brown,Blue,Olden,Aquamarine,Crimson,Yellow
8051,Maroon,White,Teal,Aquamarine,Hot pink,Crimson,Black,Plum,Red,Charcoal
8052,Charcoal,Plum,Plum,Yellow,Olden,Orange,Yellow,Navy blue,Brown,Azure
8053,Silver,Green,Navy blue,Pea green,Gray,White,Orange,Coral,Navy blue,Silver
8054,Lime,Red,Red,Wheat,Khaki,Blue,Magenta,Coral,Fuchsia,Azure
8055,Wheat,Hot pink,Navy blue,Pea green,Gray,Teal,Magenta,Yellow,Hot pink,Black
8056,Purple,Plum,Red,Green,Magenta,Fuchsia,Blue,Navy blue,Olden,Plum
8057,Coral,Fuchsia,Azure,Blue,Brown,Magenta,Coral,Brown,Gray,Lime
8058,Silver,Azure,Crimson,Red,Khaki,Azure,Silver,Lime,Brown,Hot pink
8059,Yellow,Black,Azure,Olive,Yellow,Azure,Black,Pea green,Black,Cyan
8060,Brown,Orange,Plum,Fuchsia,Khaki,Yellow,Plum,Blue,Brown,White
8061,Olive,Silver,Yellow,Olden,Pea green,Plum,Wheat,Olden,Crimson,Wheat
8062,Teal,Plum,Olden,Wheat,Red,Blue,Black,Silver,Purple,Yellow
8063,Magenta,Black,Coral,Hot pink,Blue,Olden,Navy blue,Aquamarine,Aquamarine,Black
8064,Aquamarine,Coral,Teal,Fuchsia,Yellow,Black,Gray,Green,Silver,Blue
8065,Navy blue,Cyan,Ivory,Khaki,Orange,Hot pink,Charcoal,Navy blue,Aquamarine,Purple
8066,Purple,Pea green,Pea green,White,Cyan,Yellow,Blue,Pea green,Green,Blue
8067,Orange,Aquamarine,Silver,Plum,Olden,Olden,Ivory,Plum,Gray,Ivory
8068,Coral,Gray,Aquamarine,Plum,Plum,Olive,Ivory,Maroon,Coral,Crimson
8069,Olden,Cyan,Coral,White,Gray,Hot pink,Aquamarine,Plum,Hot pink,Blue
8070,Coral,Aquamarine,Purple,Green,Olive,Maroon,Cyan,Teal,Plum,Brown
8071,Green,Brown,Blue,Aquamarine,Aquamarine,Silver,Khaki,Lime,Cyan,Lime
8072,Lime,Black,Black,Silver,Magenta,Gray,Charcoal,Lime,Olive,Pea green
8073,Azure,Navy blue,Silver,Gray,Azure,Plum,Charcoal,Blue,Blue,Black
8074,Gray,Ivory,Hot pink,Silver,Khaki,Charcoal,Red,Blue,Brown,Blue
8075,Crimson,Magenta,Cyan,Cyan,Red,Teal,Navy blue,Azure,Maroon,Yellow
8076,Azure,Olden,Khaki,Teal,Olden,Orange,Gray,Olive,Navy blue,Olden
8077,Aquamarine,Ivory,Yellow,Azure,Black,Wheat,Black,Red,Charcoal,Aquamarine
8078,Black,Pea green,Azure,Gray,Charcoal,Aquamarine,Charcoal,Magenta,Coral,Pea green
8079,Magenta,Gray,Pea green,Maroon,Ivory,Maroon,Orange,Aquamarine,Olden,Green
8080,Olden,White,Maroon,Wheat,Maroon,Brown,Coral,Pea green,Wheat,Teal
8081,Lime,Ivory,Blue,Pea green,Green,Wheat,Brown,Wheat,Azure,Blue
8082,Navy blue,Purple,Silver,Crimson,Cyan,Olive,Hot pink,Red,Blue,Navy blue
8083,Hot pink,Lime,Aquamarine,Pea green,Green,Navy blue,Plum,Pea green,Ivory,Green
8084,Crimson,Blue,Pea green,Khaki,Silver,Silver,Magenta,Hot pink,Fuchsia,Fuchsia
8085,Purple,Brown,Cyan,Wheat,Aquamarine,Lime,Yellow,Fuchsia,Brown,Olive
8086,White,Brown,Hot pink,Cyan,White,Fuchsia,Olden,Khaki,Olive,Lime
8087,Crimson,Lime,Cyan,Navy blue,Aquamarine,Olden,Cyan,Olden,Green,Plum
8088,Blue,Black,Purple,Navy blue,Navy blue,Silver,Olive,Navy blue,Ivory,Navy blue
8089,Gray,Navy blue,Magenta,Navy blue,Black,Olive,Plum,White,Yellow,Lime
8090,Teal,Hot pink,Pea green,Red,Lime,Hot pink,Blue,Silver,Crimson,Khaki
8091,Black,Crimson,Pea green,Teal,Lime,White,Red,Charcoal,Brown,Cyan
8092,Charcoal,Lime,Hot pink,Olive,Aquamarine,Olive,Olive,Red,Blue,Navy blue
8093,Fuchsia,Crimson,Teal,Magenta,Crimson,Navy blue,Coral,Red,Khaki,Lime
8094,Wheat,Yellow,Wheat,Yellow,Azure,Maroon,Teal,Ivory,Olive,Brown
8095,Khaki,Azure,Ivory,Gray,White,Plum,Purple,Green,Gray,Navy blue
8096,Khaki,Wheat,Fuchsia,Ivory,Green,Green,Blue,Green,Teal,Cyan
8097,Green,Red,Aquamarine,Silver,Cyan,Navy blue,Olive,Gray,Navy blue,Wheat
8098,Navy blue,Crimson,Yellow,Yellow,Blue,Charcoal,Purple,Olden,Fuchsia,Green
8099,Navy blue,Maroon,Lime,Silver,Olive,Black,Cyan,Yellow,Coral,Fuchsia
8100,Cyan,Hot pink,Khaki,Blue,Fuchsia,Plum,Teal,Crimson,Maroon,Olden
8101,Orange,Aquamarine,Fuchsia,Ivory,Teal,Charcoal,Wheat,Magenta,Khaki,Hot pink
8102,Green,Orange,Blue,Yellow,Black,Gray,Gray,Aquamarine,Crimson,Charcoal
8103,Plum,Charcoal,Purple,Crimson,Green,Orange,Azure,White,Magenta,Teal
8104,Silver,Purple,Lime,Brown,Brown,Pea green,Navy blue,Aquamarine,Plum,Wheat
8105,Azure,Silver,Silver,Purple,Coral,Hot pink,Red,Olive,Gray,Blue
8106,Green,Aquamarine,Gray,Blue,Cyan,Wheat,Ivory,Silver,Olden,Ivory
8107,Gray,Azure,Maroon,Brown,White,Pea green,Azure,Blue,Pea green,Ivory
8108,Khaki,Blue,Brown,Olive,Brown,Teal,Coral,Olive,Hot pink,Teal
8109,Fuchsia,Coral,Brown,Blue,Gray,Lime,Lime,Lime,Brown,Azure
8110,Coral,Orange,Khaki,Purple,Teal,White,Teal,Purple,Blue,Olive
8111,Maroon,Magenta,White,White,Purple,Charcoal,Khaki,Black,Maroon,Pea green
8112,Pea green,Lime,Hot pink,Coral,Green,Pea green,Crimson,Yellow,Charcoal,Blue
8113,Khaki,Silver,Fuchsia,Silver,Khaki,Coral,Cyan,Orange,Navy blue,Wheat
8114,Olive,Olive,Black,Azure,Plum,Red,Coral,Wheat,Red,Crimson
8115,Green,Khaki,Olden,Navy blue,Plum,Aquamarine,Teal,Silver,Olden,Cyan
8116,Crimson,Teal,Wheat,Olive,Aquamarine,Plum,Khaki,Pea green,Wheat,Olive
8117,Purple,Blue,Magenta,Wheat,Gray,Charcoal,Pea green,Black,Olden,Navy blue
8118,Gray,Khaki,Gray,Aquamarine,White,Ivory,Black,Aquamarine,Cyan,Red
8119,Olive,Crimson,Azure,Olden,Cyan,Orange,Silver,Silver,Fuchsia,Green
8120,Navy blue,Black,Navy blue,Charcoal,Silver,White,White,Fuchsia,Cyan,Ivory
8121,White,Lime,Olden,Coral,Charcoal,Lime,Charcoal,Navy blue,Green,Magenta
8122,Blue,Ivory,Red,Black,Plum,Red,Purple,Khaki,Pea green,Khaki
8123,Black,Plum,Olive,White,Navy blue,Orange,Aquamarine,Azure,Orange,Teal
8124,Charcoal,Gray,Gray,Orange,Lime,Khaki,Purple,Olden,Olden,Green
8125,Cyan,Hot pink,Magenta,Maroon,Green,Gray,Magenta,Green,Olden,Magenta
8126,Blue,Maroon,Wheat,Blue,Gray,Lime,Cyan,Olive,Orange,Green
8127,Orange,Magenta,Olden,Coral,White,Hot pink,Olive,Plum,Blue,Crimson
8128,Black,Olden,Silver,Plum,Yellow,Azure,Charcoal,Navy blue,Orange,Teal
8129,Red,Red,Brown,White,Olden,Silver,Teal,Silver,Black,Fuchsia
8130,Yellow,Purple,Lime,White,Green,Fuchsia,Khaki,Yellow,Cyan,Cyan
8131,Magenta,Coral,Blue,Pea green,Red,Magenta,Wheat,Yellow,Gray,Brown
8132,Pea green,Olive,Black,Fuchsia,Silver,Azure,Cyan,Teal,Azure,Olive
8133,Cyan,Orange,Plum,Yellow,Black,Hot pink,Yellow,Fuchsia,Red,Lime
8134,Green,Yellow,Hot pink,Lime,Gray,Hot pink,Fuchsia,Hot pink,Yellow,Black
8135,Teal,Purple,Red,Gray,Yellow,Coral,Silver,Fuchsia,Silver,Aquamarine
8136,White,Orange,Coral,Charcoal,Gray,Purple,Magenta,Purple,Orange,Silver
8137,Blue,Ivory,Magenta,Azure,Crimson,Plum,Pea green,Plum,Olden,Olden
8138,Plum,Silver,Charcoal,Gray,Orange,White,Aquamarine,Orange,Yellow,Olden
8139,Yellow,Silver,Crimson,Coral,Azure,Green,Magenta,White,Wheat,Olden
8140,Pea green,Brown,Cyan,Red,Plum,Green,Plum,Charcoal,Brown,Purple
8141,Azure,Yellow,Wheat,Coral,Charcoal,Yellow,Wheat,Charcoal,Hot pink,Navy blue
8142,Charcoal,Lime,Blue,Green,Orange,Hot pink,Charcoal,Olden,Azure,Wheat
8143,Green,Cyan,Blue,Black,Coral,Black,Lime,Olden,Cyan,Navy blue
8144,Red,Coral,Magenta,Ivory,Olive,Black,Khaki,Purple,Gray,Silver
8145,Pea green,Fuchsia,Green,Crimson,Aquamarine,Ivory,Charcoal,Black,Wheat,Black
8146,Yellow,Khaki,Khaki,Wheat,Crimson,Yellow,Navy blue,Orange,Olive,Crimson
8147,Yellow,Orange,Purple,Coral,Olive,Azure,Pea green,Crimson,Black,Coral
8148,Plum,Teal,Fuchsia,Plum,Brown,Wheat,Black,Teal,Olive,Yellow
8149,Cyan,Red,Blue,Maroon,Pea green,Olive,Blue,Lime,Navy blue,Maroon
8150,Silver,Olden,Cyan,Charcoal,Plum,Ivory,Teal,Orange,Green,Charcoal
8151,Black,Ivory,Azure,Aquamarine,Plum,Navy blue,Blue,Brown,Purple,Silver
8152,Ivory,Fuchsia,Coral,Ivory,Charcoal,Fuchsia,Magenta,Black,Azure,Gray
8153,Red,Aquamarine,Purple,Charcoal,Black,Aquamarine,Olive,Green,Olden,Orange
8154,Olden,Fuchsia,Fuchsia,Orange,Silver,Hot pink,Cyan,Magenta,Lime,Fuchsia
8155,White,Gray,Khaki,Fuchsia,Magenta,Crimson,Maroon,Brown,White,Pea green
8156,Khaki,Fuchsia,Orange,Fuchsia,Magenta,Charcoal,Pea green,Coral,Crimson,Purple
8157,Brown,Crimson,Plum,Pea green,Green,Black,Brown,Purple,Gray,Silver
8158,Lime,Olden,Plum,Fuchsia,Gray,Cyan,Green,Olden,Gray,Olive
8159,Coral,Hot pink,Wheat,Purple,Cyan,Teal,Khaki,Khaki,White,Blue
8160,White,Coral,Crimson,Plum,Green,Green,Crimson,Fuchsia,Olden,Gray
8161,Magenta,Pea green,Magenta,Coral,Coral,Coral,Black,Gray,Hot pink,Pea green
8162,Purple,Brown,Aquamarine,Plum,Silver,Purple,Purple,Maroon,Ivory,Magenta
8163,Teal,Plum,Teal,Teal,Plum,Olive,Wheat,Olive,Blue,Wheat
8164,Pea green,Lime,Aquamarine,Teal,Blue,Navy blue,Azure,Olive,Green,Orange
8165,Olive,Olive,White,White,Olden,Pea green,Olden,Lime,Plum,Orange
8166,Teal,Brown,Azure,Aquamarine,Purple,Wheat,Wheat,Purple,Red,Coral
8167,Black,Black,Azure,Plum,Azure,Fuchsia,Navy blue,Pea green,Azure,Coral
8168,Olden,Khaki,Aquamarine,Lime,Wheat,White,Ivory,Olden,Olden,Purple
8169,Fuchsia,Maroon,Purple,Silver,Khaki,Cyan,Blue,Purple,Magenta,Hot pink
8170,Fuchsia,Coral,Ivory,Green,Lime,Ivory,Navy blue,Olive,Silver,Yellow
8171,Magenta,Purple,Lime,Plum,Pea green,Olive,Orange,Black,Magenta,Orange
8172,Hot pink,Charcoal,Red,Magenta,Coral,Brown,Green,Orange,Magenta,Silver
8173,Purple,Wheat,Purple,White,Red,Aquamarine,Blue,Charcoal,Cyan,Wheat
8174,Teal,Hot pink,Aquamarine,Green,Azure,Purple,Gray,Plum,Charcoal,Charcoal
8175,Hot pink,Pea green,Orange,Azure,Olive,Ivory,Gray,Black,Plum,Magenta
8176,Aquamarine,Blue,Ivory,Charcoal,Magenta,Red,Silver,Cyan,Fuchsia,Magenta
8177,Wheat,Navy blue,Gray,Cyan,Olive,Green,Orange,Black,Coral,Fuchsia
8178,Silver,Yellow,Khaki,Ivory,Green,Lime,Azure,Yellow,Lime,Khaki
8179,Black,Fuchsia,Magenta,Olden,Gray,Teal,Cyan,Hot pink,Gray,Ivory
8180,Charcoal,Cyan,Olive,Coral,Azure,Green,White,Purple,Orange,Charcoal
8181,Purple,Cyan,Lime,Azure,Plum,Coral,Khaki,Plum,Olden,Lime
8182,Khaki,Crimson,White,Lime,Brown,Hot pink,Fuchsia,Teal,Crimson,Yellow
8183,Fuchsia,Yellow,Lime,Yellow,Gray,Azure,Coral,Plum,Khaki,Pea green
8184,Brown,Khaki,Azure,Fuchsia,Teal,Green,Coral,Lime,Blue,Yellow
8185,Olden,Olive,White,Khaki,Black,Olden,Crimson,Crimson,Gray,Fuchsia
8186,Gray,Navy blue,Silver,Gray,Teal,Plum,Yellow,Azure,Yellow,Yellow
8187,Fuchsia,Yellow,Fuchsia,Azure,White,Yellow,Fuchsia,Aquamarine,Black,Green
8188,Black,Silver,Blue,Hot pink,Green,Wheat,Brown,Blue,Charcoal,Blue
8189,Olden,Aquamarine,Crimson,Khaki,Orange,Silver,Fuchsia,Gray,Pea green,Navy blue
8190,Coral,Black,Teal,Wheat,Azure,Olden,Brown,Brown,Olden,Maroon
8191,Ivory,Lime,Magenta,Ivory,Brown,Magenta,Gray,Silver,Yellow,Purple
8192,Coral,Pea green,White,Plum,Green,Hot pink,Olive,Magenta,Wheat,Khaki
8193,Green,Coral,Green,Purple,Wheat,Khaki,Plum,Charcoal,Brown,Yellow
8194,Cyan,White,Navy blue,Gray,Wheat,Coral,Black,Lime,Silver,Azure
8195,Pea green,Black,Cyan,Maroon,Ivory,Purple,Wheat,White,Olden,Azure
8196,Hot pink,White,Wheat,Ivory,Plum,Crimson,Crimson,White,Maroon,Crimson
8197,Cyan,Wheat,Pea green,Charcoal,Teal,Yellow,Aquamarine,Magenta,Fuchsia,Green
8198,Olden,Ivory,Ivory,Charcoal,Red,Magenta,Purple,Fuchsia,Brown,Crimson
8199,Wheat,Brown,Gray,Plum,Fuchsia,Red,Cyan,Navy blue,Navy blue,Silver
8200,Pea green,Maroon,Maroon,Plum,Purple,Blue,Plum,Brown,Plum,Brown
8201,Navy blue,Black,Green,Lime,Teal,Azure,Khaki,Pea green,Lime,Black
8202,Plum,White,Gray,Blue,Green,Hot pink,Crimson,Azure,Fuchsia,Green
8203,Purple,Magenta,Yellow,Maroon,Azure,Navy blue,Teal,Green,Maroon,Brown
8204,Orange,Charcoal,Charcoal,Azure,Green,White,Charcoal,Fuchsia,Fuchsia,Olden
8205,Silver,Plum,Maroon,Coral,Purple,Coral,Blue,Maroon,White,Olden
8206,Olden,Orange,Lime,Crimson,Yellow,Aquamarine,Aquamarine,Plum,Olive,Brown
8207,Lime,Fuchsia,Lime,Wheat,Khaki,Lime,Pea green,Pea green,Crimson,Black
8208,Crimson,Brown,Wheat,Olden,Pea green,Brown,Magenta,Crimson,Teal,Pea green
8209,Ivory,Ivory,Hot pink,Olive,Fuchsia,Pea green,Crimson,Charcoal,Cyan,Olive
8210,Purple,Magenta,Maroon,Teal,Pea green,Olden,Pea green,Pea green,Hot pink,Gray
8211,Aquamarine,Green,Ivory,Blue,Olden,Plum,Coral,Plum,Gray,Maroon
8212,Navy blue,Khaki,White,Blue,Plum,Olden,Wheat,Fuchsia,Red,Charcoal
8213,Orange,Plum,Cyan,Maroon,Green,Green,Aquamarine,Orange,Khaki,Charcoal
8214,Olden,Wheat,Pea green,Khaki,Purple,Azure,Fuchsia,Cyan,Khaki,Plum
8215,Fuchsia,Red,Khaki,Purple,Yellow,Pea green,Silver,Olden,Teal,Yellow
8216,Khaki,Brown,Khaki,Ivory,Black,Pea green,Fuchsia,Charcoal,Maroon,Fuchsia
8217,Red,Olden,Pea green,Purple,Fuchsia,Charcoal,Teal,Brown,Azure,Brown
8218,Ivory,Magenta,Lime,Purple,Cyan,Black,Magenta,Yellow,Lime,Cyan
8219,Magenta,Olive,Gray,Silver,Khaki,Red,Brown,Aquamarine,White,Silver
8220,Wheat,Azure,Green,White,Coral,Khaki,Khaki,Aquamarine,Pea green,Aquamarine
8221,Crimson,Magenta,Green,Silver,Coral,White,Black,Fuchsia,Plum,Aquamarine
8222,Green,Lime,Fuchsia,Khaki,Red,Gray,Gray,Cyan,Khaki,Fuchsia
8223,Magenta,Orange,Orange,Red,Purple,Aquamarine,Green,Coral,Coral,Hot pink
8224,Blue,Blue,Blue,Ivory,Charcoal,Purple,Lime,Coral,Yellow,Crimson
8225,Maroon,Blue,Maroon,Orange,Hot pink,Blue,Blue,Green,Black,Plum
8226,Magenta,Navy blue,Black,Crimson,Maroon,Green,Lime,Lime,Gray,Gray
8227,Charcoal,Blue,Purple,Black,Red,Purple,Green,Azure,Magenta,Green
8228,Yellow,Ivory,Hot pink,Olive,Plum,Brown,Silver,Teal,Teal,Ivory
8229,Khaki,Coral,Green,Ivory,Navy blue,Teal,Fuchsia,Olden,Teal,White
8230,Green,Wheat,Lime,Khaki,Magenta,Brown,Azure,Gray,Navy blue,Purple
8231,Purple,Gray,Khaki,Crimson,Aquamarine,Coral,Navy blue,Coral,Coral,Ivory
8232,Maroon,Navy blue,Cyan,Gray,Aquamarine,Magenta,White,Azure,Yellow,Khaki
8233,Wheat,Brown,Blue,Purple,Red,Azure,Hot pink,Olden,Wheat,Blue
8234,Crimson,Blue,Blue,Gray,Red,Brown,Lime,Navy blue,Charcoal,Purple
8235,Purple,Purple,Maroon,Red,Olden,Magenta,Red,Orange,Brown,Pea green
8236,Brown,Khaki,Purple,Wheat,White,Crimson,Khaki,Cyan,White,Azure
8237,Hot pink,Orange,Wheat,White,Green,Plum,Maroon,Wheat,Green,Hot pink
8238,Khaki,Aquamarine,Purple,Red,Purple,Crimson,Aquamarine,Olive,Purple,Navy blue
8239,Purple,Plum,Khaki,Aquamarine,Olive,Magenta,Red,Yellow,Teal,Yellow
8240,Crimson,Brown,Black,Magenta,Teal,Wheat,Lime,Khaki,Teal,Brown
8241,Red,Olden,Teal,Orange,Hot pink,Coral,Red,Charcoal,Coral,Azure
8242,Azure,Crimson,Black,Brown,Lime,Brown,Maroon,Crimson,Plum,Maroon
8243,Fuchsia,Yellow,Ivory,Hot pink,Plum,Cyan,Magenta,Olive,Lime,Blue
8244,Black,Green,Lime,Pea green,Teal,Fuchsia,Azure,Maroon,Wheat,Yellow
8245,Orange,Green,Blue,Cyan,Plum,Azure,Lime,Gray,Crimson,Gray
8246,Coral,Purple,Cyan,Khaki,Fuchsia,Purple,Orange,Red,Purple,Olive
8247,Olden,Olive,Magenta,Cyan,Azure,Yellow,Khaki,Yellow,Azure,Black
8248,Crimson,White,Yellow,Teal,Red,Navy blue,Hot pink,Coral,Olive,Olive
8249,Purple,Charcoal,Red,Pea green,Wheat,Khaki,Magenta,Aquamarine,Hot pink,Teal
8250,Teal,White,Navy blue,Azure,Cyan,White,Wheat,Azure,White,Brown
8251,Yellow,Crimson,Coral,White,Hot pink,Navy blue,Silver,Wheat,Azure,Azure
8252,Yellow,Pea green,Yellow,Cyan,Purple,Red,Crimson,Maroon,Teal,Ivory
8253,Fuchsia,Red,Yellow,Gray,Red,Pea green,White,Black,Wheat,Magenta
8254,Lime,Olden,Blue,Lime,Black,Wheat,Green,Cyan,Olden,Plum
8255,Olden,Olden,Cyan,Green,Red,Red,Black,Crimson,Fuchsia,Black
8256,Hot pink,Red,Orange,Purple,Orange,Red,Fuchsia,Olden,Charcoal,Gray
8257,Red,Cyan,Olden,Red,White,Pea green,Charcoal,Olden,Brown,Black
8258,Khaki,Hot pink,Blue,Aquamarine,Maroon,Olive,Black,Orange,Silver,Orange
8259,Crimson,Fuchsia,Aquamarine,White,Silver,Orange,Red,Khaki,Coral,Orange
8260,Purple,Orange,Olden,Hot pink,Purple,Charcoal,Olden,Olive,Plum,Pea green
8261,Wheat,Olden,Magenta,Brown,Brown,Ivory,Magenta,Cyan,Khaki,Fuchsia
8262,Orange,Pea green,Fuchsia,Orange,Khaki,Blue,Olive,Silver,Gray,Lime
8263,Plum,Gray,Azure,Magenta,Coral,Pea green,Olden,Maroon,White,Charcoal
8264,Olive,Azure,Fuchsia,Coral,Crimson,Gray,Magenta,Charcoal,Coral,Maroon
8265,Gray,Red,Ivory,Aquamarine,Purple,Aquamarine,Teal,Silver,Orange,Olive
8266,Khaki,Olden,Lime,White,Fuchsia,Magenta,Pea green,Purple,Aquamarine,Orange
8267,Brown,Silver,Lime,Charcoal,Olive,Navy blue,Navy blue,Green,Ivory,Plum
8268,Gray,Yellow,White,Orange,Olden,Ivory,Maroon,Hot pink,Fuchsia,Khaki
8269,Maroon,Yellow,Cyan,Gray,Cyan,Purple,Olive,Hot pink,Aquamarine,Ivory
8270,Blue,Olive,Silver,Aquamarine,Azure,Red,Orange,Aquamarine,Wheat,Magenta
8271,Hot pink,Lime,Red,Khaki,Blue,Yellow,Teal,Plum,Pea green,Yellow
8272,Teal,Pea green,Red,Yellow,Yellow,Black,Khaki,White,Magenta,Teal
8273,Aquamarine,Red,Charcoal,Fuchsia,Aquamarine,Teal,Maroon,Aquamarine,Green,Maroon
8274,Charcoal,Black,White,Crimson,Olive,Wheat,White,Coral,Cyan,Red
8275,Orange,Olive,Azure,Teal,White,Ivory,Ivory,Maroon,Blue,Fuchsia
8276,Brown,Olden,Plum,Silver,Crimson,Pea green,Maroon,Pea green,Lime,Khaki
8277,Coral,Olive,Teal,Olive,Charcoal,Ivory,Magenta,Coral,Navy blue,Fuchsia
8278,Charcoal,Coral,Silver,Gray,Hot pink,Khaki,Gray,Plum,Fuchsia,Azure
8279,Charcoal,Orange,Navy blue,Olden,Green,Ivory,Teal,Olden,Hot pink,Blue
8280,Khaki,Green,White,Blue,Crimson,Crimson,White,White,Navy blue,White
8281,Fuchsia,Maroon,Fuchsia,Magenta,Gray,Silver,Khaki,White,Cyan,Charcoal
8282,Red,Olden,Orange,Olden,White,Plum,Brown,Gray,Lime,Yellow
8283,Cyan,Crimson,Blue,Black,Gray,Brown,Cyan,Lime,Azure,Ivory
8284,Maroon,Green,Magenta,Pea green,Red,Aquamarine,Olive,Ivory,Coral,Olden
8285,White,Fuchsia,Navy blue,Green,Fuchsia,Olden,Fuchsia,Purple,Aquamarine,Wheat
8286,Blue,Yellow,Brown,Brown,Orange,Black,Silver,Ivory,Black,Pea green
8287,Teal,Green,Hot pink,Yellow,Plum,Charcoal,Red,Cyan,Orange,Maroon
8288,Fuchsia,Hot pink,Black,Lime,Coral,Azure,Maroon,Navy blue,Blue,Gray
8289,Gray,Ivory,Red,Ivory,White,Lime,Lime,Fuchsia,Yellow,Charcoal
8290,Crimson,Black,Orange,Black,Azure,Crimson,Hot pink,Green,Hot pink,White
8291,Lime,Yellow,Crimson,Coral,Lime,Wheat,Green,Olden,Gray,Olive
8292,Plum,Pea green,Lime,Charcoal,Black,Hot pink,Cyan,White,Yellow,Red
8293,Fuchsia,Coral,Purple,Olden,Azure,Coral,Gray,Teal,Coral,Gray
8294,Teal,Navy blue,Maroon,Pea green,Olden,Plum,Azure,Navy blue,Coral,Charcoal
8295,Ivory,Silver,Pea green,Fuchsia,Pea green,Azure,Aquamarine,Azure,Hot pink,Magenta
8296,Maroon,White,Crimson,Crimson,Crimson,Maroon,Coral,Black,Lime,Maroon
8297,Fuchsia,Brown,Red,Charcoal,Navy blue,Green,Navy blue,Maroon,Aquamarine,Silver
8298,Gray,Purple,Teal,Blue,Olive,Red,White,Silver,Fuchsia,Pea green
8299,Hot pink,Navy blue,Purple,Black,Silver,White,Purple,Pea green,Azure,Magenta
8300,Maroon,Green,White,Azure,Olden,Pea green,Plum,Magenta,Aquamarine,Olive
8301,Brown,Hot pink,Yellow,Hot pink,Red,Fuchsia,Blue,Pea green,Navy blue,Fuchsia
8302,Khaki,Azure,Yellow,Black,Green,Black,Ivory,Lime,Teal,Fuchsia
8303,Hot pink,Navy blue,Lime,Maroon,White,Green,Pea green,Charcoal,Maroon,Red
8304,Gray,Red,Maroon,Coral,Charcoal,Coral,Gray,Lime,Pea green,Olden
8305,Coral,Khaki,Gray,Green,Azure,Cyan,Magenta,Brown,Blue,Gray
8306,Crimson,Fuchsia,Yellow,Orange,Crimson,White,Maroon,Hot pink,Black,Hot pink
8307,Maroon,Orange,Cyan,Olden,Olive,Brown,Silver,Wheat,White,Black
