,A,B,C,D,E,F,G,H,I,J
6922,Crimson,Navy blue,Olden,Azure,Navy blue,White,Olden,White,Brown,Yellow
6923,Red,Olden,Cyan,Green,Azure,Azure,Silver,Maroon,Red,Olive
6924,Fuchsia,Maroon,Lime,Cyan,Aquamarine,Olden,Olden,Aquamarine,Plum,Coral
6925,Crimson,Green,Aquamarine,Aquamarine,Red,Hot pink,Navy blue,Navy blue,Pea green,Maroon
6926,Black,Pea green,Aquamarine,Lime,Black,White,Teal,Hot pink,Teal,Crimson
6927,Silver,Magenta,Magenta,Brown,Lime,Silver,Cyan,Red,Hot pink,Wheat
6928,Gray,White,Gray,Red,Black,Maroon,Gray,Ivory,Brown,Gray
6929,Olden,Maroon,Cyan,Silver,Lime,Navy blue,Teal,Azure,Magenta,Hot pink
6930,Navy blue,Plum,Brown,Magenta,Khaki,Aquamarine,White,Aquamarine,Blue,Olden
6931,Olive,Purple,Khaki,Crimson,Maroon,Ivory,White,Purple,Fuchsia,Teal
6932,Purple,Blue,Ivory,Blue,Pea green,Green,Khaki,Green,Pea green,Olden
6933,Olive,Aquamarine,Blue,Blue,Khaki,Khaki,Brown,Black,Red,Red
6934,Olden,Silver,Cyan,Coral,Magenta,Purple,Green,Charcoal,Charcoal,Brown
6935,Olive,Wheat,Gray,Olive,Pea green,Gray,Red,Teal,Lime,Navy blue
6936,Blue,Maroon,Fuchsia,Brown,Blue,Green,Crimson,Silver,Gray,Pea green
6937,Black,Hot pink,Silver,Pea green,Orange,Green,Hot pink,Blue,White,Cyan
6938,Olive,Red,Navy blue,Aquamarine,Charcoal,Charcoal,Purple,Lime,Olive,Olden
6939,Lime,Hot pink,Aquamarine,Khaki,Charcoal,Teal,Azure,Pea green,Lime,Orange
6940,Fuchsia,Ivory,Cyan,Azure,Khaki,Lime,Green,Teal,Ivory,Purple
6941,Black,Coral,Olden,Olden,Blue,Red,Lime,Lime,Hot pink,Coral
6942,Fuchsia,Charcoal,Lime,Magenta,Coral,Lime,Fuchsia,Black,Fuchsia,Green
6943,Azure,Magenta,Cyan,Navy blue,White,Red,Khaki,Black,Olden,Maroon
6944,Silver,Brown,Blue,Aquamarine,Orange,Ivory,Black,Crimson,Hot pink,Yellow
6945,Black,Ivory,Khaki,Hot pink,Ivory,Fuchsia,Olive,Azure,Charcoal,Teal
6946,Plum,Aquamarine,Silver,Azure,Maroon,White,Plum,Brown,Red,Coral
6947,Olden,Plum,Olden,Ivory,Black,Khaki,Silver,Red,Green,Hot pink
6948,Gray,White,Khaki,Crimson,Khaki,Plum,Lime,Olden,Magenta,Purple
6949,Wheat,Green,Crimson,Cyan,Gray,Teal,Coral,Maroon,Magenta,Yellow
6950,Orange,Maroon,Crimson,Silver,Aquamarine,Wheat,Purple,Purple,Cyan,Fuchsia
6951,Cyan,Aquamarine,Olive,Pea green,Olive,Brown,Red,Navy blue,Silver,Red
6952,Cyan,Brown,Hot pink,Magenta,Olden,Silver,Purple,Khaki,Magenta,White
6953,Crimson,Fuchsia,Black,Black,Navy blue,Coral,Lime,Hot pink,Coral,Navy blue
6954,Cyan,Gray,Cyan,Azure,Pea green,Yellow,Green,Coral,White,Fuchsia
6955,Black,Magenta,Lime,Brown,Hot pink,Yellow,Brown,Pea green,Lime,Black
6956,Green,Olden,Purple,Magenta,Wheat,Plum,Lime,Lime,Green,Azure
6957,Ivory,Blue,Olden,Maroon,Magenta,Coral,Wheat,Green,Red,Navy blue
6958,White,Khaki,Fuchsia,Khaki,Olive,Hot pink,Azure,Black,Navy blue,Plum
6959,Fuchsia,Cyan,Purple,Maroon,Maroon,Purple,Coral,Silver,Khaki,Black
6960,Fuchsia,Red,Red,Magenta,Gray,Purple,Coral,Pea green,Purple,Lime
6961,Magenta,Silver,Green,Brown,Lime,Hot pink,Yellow,Lime,Brown,Fuchsia
6962,Pea green,Pea green,Khaki,Green,Fuchsia,Teal,Olden,Olive,Red,Yellow
6963,Charcoal,Olive,Navy blue,White,Silver,Green,Azure,Red,Blue,Khaki
6964,Plum,Teal,Coral,Hot pink,Purple,Maroon,Purple,Hot pink,Aquamarine,Olive
6965,Brown,Black,Fuchsia,Navy blue,Cyan,Plum,Yellow,Crimson,Pea green,Maroon
6966,Silver,Teal,Navy blue,Magenta,Olive,Fuchsia,Coral,Magenta,Navy blue,Khaki
6967,Azure,Ivory,Teal,Crimson,Wheat,Silver,Aquamarine,Plum,Aquamarine,Hot pink
6968,Gray,Hot pink,White,Navy blue,Gray,Lime,White,Khaki,Pea green,Wheat
6969,Yellow,Gray,Brown,Ivory,Purple,Navy blue,Charcoal,Ivory,Fuchsia,Coral
6970,Blue,Purple,Olden,Azure,Plum,Yellow,Olive,Gray,Maroon,Fuchsia
6971,Blue,Crimson,Cyan,Lime,Silver,Brown,Pea green,Cyan,Crimson,Magenta
6972,Magenta,Lime,Silver,Navy blue,Blue,Olive,Ivory,Gray,Olden,Purple
6973,Yellow,Maroon,Crimson,Purple,Brown,Plum,Green,Ivory,Fuchsia,Gray
6974,Aquamarine,Olive,Olive,Green,Fuchsia,Khaki,Coral,Plum,Khaki,Yellow
6975,Ivory,Azure,Blue,Cyan,Azure,Purple,Teal,Maroon,Gray,Purple
6976,Black,Teal,Navy blue,Maroon,Purple,Silver,Olden,Magenta,Crimson,Green
6977,Maroon,Silver,Gray,Black,Khaki,Hot pink,White,Yellow,White,Crimson
6978,Plum,Coral,Navy blue,Wheat,Red,Green,Blue,Green,Silver,Silver
6979,Silver,Wheat,Lime,Ivory,Olden,Plum,Gray,Cyan,Fuchsia,Coral
6980,Wheat,Maroon,Ivory,Olive,Azure,Black,Brown,Green,Hot pink,Maroon
6981,Ivory,Red,White,Lime,Fuchsia,Green,Aquamarine,Orange,Red,Silver
6982,Brown,Charcoal,Charcoal,Hot pink,Green,Olden,Purple,Brown,Cyan,Purple
6983,Charcoal,Fuchsia,Silver,Green,Azure,Pea green,Silver,White,Khaki,Gray
6984,Olden,Crimson,Black,Hot pink,Plum,Black,Khaki,Khaki,Purple,Charcoal
6985,Green,Olden,Magenta,Cyan,Ivory,Aquamarine,Red,Hot pink,Gray,Gray
6986,Azure,Brown,Teal,Crimson,Red,Brown,Wheat,Plum,Blue,Red
6987,Black,Lime,Blue,Wheat,Green,Navy blue,Black,Ivory,Silver,Charcoal
6988,Maroon,Brown,Silver,Lime,Lime,Yellow,Blue,Olive,Silver,Plum
6989,Magenta,Aquamarine,Wheat,Azure,Yellow,Azure,Purple,Khaki,Wheat,Pea green
6990,Aquamarine,Purple,Blue,Brown,Hot pink,Ivory,Hot pink,Orange,Ivory,Charcoal
6991,Gray,Red,Silver,Ivory,Olden,Red,Charcoal,Purple,Brown,Fuchsia
6992,Silver,Ivory,Teal,Brown,Crimson,Charcoal,Black,Red,Hot pink,Black
6993,Charcoal,Hot pink,Magenta,White,Charcoal,White,Green,Navy blue,Teal,Aquamarine
6994,Yellow,Navy blue,Blue,Teal,Teal,Khaki,Red,Gray,Cyan,Blue
6995,Plum,Red,Yellow,Lime,Silver,Cyan,Magenta,Maroon,Cyan,Blue
6996,Green,Lime,Coral,Crimson,Orange,Olden,Azure,Azure,Green,Aquamarine
6997,Wheat,Maroon,Plum,Blue,Hot pink,Navy blue,Black,Aquamarine,Orange,Black
6998,Hot pink,Olive,Ivory,Olive,Cyan,Wheat,Aquamarine,Pea green,Olden,Pea green
6999,Maroon,Lime,Azure,Navy blue,Khaki,Gray,Magenta,Lime,Red,Purple
7000,Fuchsia,Plum,Gray,Plum,White,Teal,Coral,Blue,Brown,Gray
7001,Aquamarine,White,Crimson,Green,Brown,Cyan,Khaki,Silver,Purple,Olive
7002,Ivory,Pea green,Lime,Navy blue,Pea green,Yellow,Azure,Maroon,Ivory,Coral
7003,Plum,Olden,Aquamarine,Crimson,Brown,Red,Pea green,Navy blue,Orange,Green
7004,Red,Red,Navy blue,Ivory,Hot pink,Green,Ivory,Olive,Lime,Gray
7005,Plum,Ivory,Black,Aquamarine,Azure,Green,Green,Gray,Cyan,Magenta
7006,Charcoal,Silver,Lime,Navy blue,Olden,Purple,Plum,Teal,Silver,Teal
7007,Wheat,Olive,Red,Charcoal,Azure,Orange,Charcoal,Orange,Teal,Azure
7008,Red,Navy blue,Khaki,Plum,Fuchsia,Wheat,Lime,Red,Coral,Crimson
7009,Green,Coral,Charcoal,Maroon,Purple,Coral,Coral,Gray,Azure,Yellow
7010,Teal,Ivory,Teal,Coral,Brown,Maroon,Khaki,Green,White,Crimson
7011,Wheat,Magenta,Yellow,Magenta,Blue,Red,Maroon,Fuchsia,Olive,Gray
7012,Purple,Blue,Charcoal,Yellow,Green,Red,Plum,Crimson,Blue,Olive
7013,Blue,Khaki,Azure,Green,Magenta,Silver,Orange,Olive,Purple,Purple
7014,Gray,White,Crimson,Gray,Black,Charcoal,Blue,Azure,Coral,Teal
7015,Wheat,Fuchsia,White,Plum,Lime,Wheat,Maroon,Charcoal,Charcoal,Magenta
7016,Olive,Olden,Black,Fuchsia,Plum,Pea green,Olden,Olive,Plum,Lime
7017,Teal,Olden,Green,Brown,Charcoal,Hot pink,Blue,Coral,Azure,Green
7018,Cyan,Lime,White,Purple,Aquamarine,Azure,Cyan,Brown,Purple,Blue
7019,Maroon,Plum,Red,Maroon,Olden,Lime,Cyan,Charcoal,Pea green,Brown
7020,Silver,White,Azure,Olive,Plum,Yellow,Orange,Ivory,Maroon,Coral
7021,Lime,Fuchsia,Plum,Teal,Pea green,Hot pink,Green,Wheat,Orange,Fuchsia
7022,Khaki,Olden,Aquamarine,Wheat,Hot pink,Aquamarine,Fuchsia,Maroon,Navy blue,Wheat
7023,Plum,Plum,Blue,Purple,Aquamarine,Magenta,Cyan,Wheat,Red,Black
7024,Maroon,Olive,Coral,Coral,Crimson,Olden,White,Magenta,Gray,Brown
7025,Cyan,Silver,Pea green,Gray,Coral,Maroon,Ivory,Olive,Pea green,Aquamarine
7026,Fuchsia,Red,Crimson,Khaki,Olive,Hot pink,Red,Yellow,Navy blue,Crimson
7027,Olden,Cyan,Teal,Cyan,Ivory,Coral,Cyan,Aquamarine,Charcoal,Charcoal
7028,Crimson,Navy blue,Silver,Teal,Wheat,White,Olden,Plum,Orange,Brown
7029,Gray,Khaki,Coral,Hot pink,White,Lime,Orange,Maroon,White,White
7030,Wheat,Gray,Red,Magenta,Red,Navy blue,Pea green,Black,Green,Plum
7031,Coral,Coral,Purple,Teal,Ivory,Blue,Maroon,Red,Olden,Khaki
7032,Green,Khaki,Red,Aquamarine,White,Brown,Magenta,Charcoal,White,Navy blue
7033,Teal,Lime,Red,Blue,Charcoal,Khaki,Pea green,Aquamarine,White,Pea green
7034,Ivory,Orange,Maroon,Purple,Olden,Brown,Teal,Hot pink,Olive,Coral
7035,Gray,Magenta,Maroon,Cyan,Wheat,Silver,Navy blue,Ivory,Maroon,Maroon
7036,Blue,Purple,Ivory,Green,Red,White,Orange,Red,Maroon,Hot pink
7037,Coral,Purple,White,Lime,Hot pink,Cyan,Olden,Orange,Lime,Crimson
7038,Orange,Silver,Azure,Olive,Teal,Yellow,Cyan,White,Magenta,Aquamarine
7039,Maroon,Blue,Cyan,Magenta,Coral,Azure,Ivory,Wheat,Blue,Brown
7040,Purple,Crimson,Orange,Red,Black,Azure,Silver,Olden,Plum,Orange
7041,Plum,Fuchsia,Hot pink,Pea green,Gray,White,Teal,Magenta,White,Plum
7042,Pea green,Olive,Aquamarine,Green,Fuchsia,Navy blue,Pea green,Lime,Blue,Fuchsia
7043,Crimson,Aquamarine,Fuchsia,Purple,Crimson,Wheat,Purple,Orange,Cyan,Maroon
7044,Blue,Azure,Pea green,Green,Blue,Yellow,Red,Orange,Green,Plum
7045,Silver,Khaki,Green,Aquamarine,Teal,Azure,Crimson,Teal,Hot pink,Brown
7046,Teal,Aquamarine,Brown,Cyan,Purple,Crimson,Aquamarine,Yellow,Blue,Ivory
7047,Olden,Gray,Ivory,Olden,Navy blue,Red,Teal,White,Aquamarine,Aquamarine
7048,Pea green,Lime,Wheat,Blue,Silver,Silver,Fuchsia,Lime,Purple,Lime
7049,Olive,Coral,Crimson,Pea green,Crimson,Magenta,White,Cyan,Gray,Wheat
7050,Teal,Yellow,Cyan,Yellow,Purple,Gray,Silver,Hot pink,Olive,Maroon
7051,Black,Charcoal,Silver,Fuchsia,Black,Pea green,Aquamarine,Olden,Coral,Gray
7052,Yellow,Lime,Aquamarine,Silver,Gray,Maroon,Blue,Blue,Red,Crimson
7053,Lime,Blue,Silver,Gray,Magenta,Azure,Cyan,Green,Coral,Fuchsia
7054,Blue,White,Lime,Teal,Teal,Blue,Pea green,Wheat,Brown,Aquamarine
7055,Gray,Teal,Plum,Crimson,Pea green,Plum,Red,Lime,Aquamarine,Plum
7056,Aquamarine,Black,Green,Fuchsia,Magenta,Plum,Green,Magenta,Silver,Fuchsia
7057,Wheat,White,Blue,Brown,Hot pink,Navy blue,White,Green,Blue,Black
7058,Aquamarine,Ivory,Yellow,Olden,Maroon,Pea green,Teal,Blue,Purple,Green
7059,Gray,Cyan,Aquamarine,Plum,White,Yellow,Cyan,Teal,White,Orange
7060,Khaki,Silver,Red,Magenta,Brown,Khaki,Cyan,Azure,Hot pink,Ivory
7061,Coral,Magenta,Orange,Green,Yellow,Plum,Azure,Khaki,Orange,Red
7062,Maroon,Green,Gray,Ivory,Charcoal,Aquamarine,Aquamarine,Khaki,Olive,Blue
7063,Maroon,Olive,Purple,Aquamarine,Pea green,Gray,Aquamarine,Pea green,Gray,Red
7064,Cyan,Brown,Green,Teal,Black,Maroon,Fuchsia,Brown,Magenta,Black
7065,Fuchsia,Yellow,Brown,Brown,Fuchsia,Maroon,Khaki,Cyan,Navy blue,Plum
7066,White,Purple,Silver,Black,Lime,Purple,Pea green,Brown,Lime,Azure
7067,White,Yellow,Silver,Teal,Wheat,Aquamarine,Fuchsia,Purple,Fuchsia,Olive
7068,Hot pink,Yellow,Yellow,Gray,Lime,Cyan,Coral,Magenta,Brown,Navy blue
7069,Charcoal,Silver,Brown,Red,Teal,Teal,Aquamarine,Blue,White,Cyan
7070,Pea green,Olive,White,Wheat,Khaki,Yellow,Navy blue,Orange,Olden,White
7071,Ivory,Orange,Aquamarine,Fuchsia,Silver,Magenta,Aquamarine,Brown,Navy blue,Purple
7072,White,Lime,Olden,Olden,Khaki,Aquamarine,Brown,Olive,Fuchsia,Purple
7073,Crimson,Purple,Gray,Pea green,Teal,Olive,Olive,Khaki,Lime,Olive
7074,Crimson,Magenta,Coral,Olden,Fuchsia,Brown,Teal,Silver,Maroon,Navy blue
7075,Coral,Black,Navy blue,Pea green,Silver,Maroon,Magenta,Blue,Ivory,Wheat
7076,Blue,Olden,Azure,White,Charcoal,Olive,Hot pink,Fuchsia,White,Lime
7077,Teal,Green,Coral,Purple,Lime,Azure,Khaki,Azure,Red,Coral
7078,Pea green,Pea green,Maroon,Charcoal,Green,Hot pink,Teal,Orange,Navy blue,Silver
7079,Lime,Brown,Black,Charcoal,Coral,Olden,Brown,Azure,Olden,White
7080,Gray,Navy blue,Plum,Lime,Purple,Ivory,Coral,Pea green,Olive,Crimson
7081,Ivory,Gray,Black,Aquamarine,Red,Plum,Aquamarine,Blue,Crimson,Purple
7082,Pea green,Azure,Teal,White,Silver,Olden,Silver,Aquamarine,Gray,Charcoal
7083,Brown,Coral,Teal,Lime,Aquamarine,Hot pink,Gray,White,Gray,Aquamarine
7084,Navy blue,Hot pink,Plum,Silver,Purple,Aquamarine,Purple,Charcoal,Fuchsia,Khaki
7085,Olive,Gray,Teal,Hot pink,White,Fuchsia,Blue,Fuchsia,Charcoal,Silver
7086,Magenta,Crimson,Wheat,Blue,Olden,Aquamarine,Blue,Gray,Green,Crimson
7087,Olive,Aquamarine,Maroon,Olive,Pea green,Lime,Plum,Azure,Khaki,Yellow
7088,Crimson,Ivory,Lime,Aquamarine,Fuchsia,Coral,Coral,Cyan,Purple,Wheat
7089,Cyan,Gray,Maroon,Azure,Maroon,Ivory,Pea green,Magenta,Olive,Black
7090,Orange,Plum,Yellow,Gray,Blue,Cyan,Azure,Crimson,Navy blue,Hot pink
7091,Lime,Wheat,Lime,Azure,Olive,Olive,Brown,White,Charcoal,Gray
7092,Magenta,Green,Lime,Black,Crimson,Purple,Pea green,Magenta,Black,Gray
7093,Green,Gray,Blue,Navy blue,Orange,Magenta,Cyan,Black,Aquamarine,Magenta
7094,Yellow,Silver,Plum,Maroon,Lime,Green,Blue,Wheat,Olive,Teal
7095,Yellow,Fuchsia,Magenta,Wheat,Plum,Silver,Brown,Navy blue,Navy blue,Olden
7096,Brown,Khaki,Blue,Ivory,Azure,Pea green,Magenta,Black,Maroon,Plum
7097,Wheat,Blue,Khaki,Gray,Yellow,White,Green,Silver,Olive,Cyan
7098,Teal,Wheat,Azure,Crimson,Pea green,Magenta,Crimson,Lime,Magenta,Pea green
7099,Coral,Khaki,Ivory,Silver,Ivory,Blue,Lime,Azure,Navy blue,Gray
7100,Coral,Azure,Gray,Pea green,Orange,Silver,Purple,Olden,Maroon,Orange
7101,Black,Olive,Lime,Ivory,Maroon,Azure,Cyan,Blue,Lime,Cyan
7102,Red,White,Teal,Green,Pea green,Navy blue,Olden,Olden,Plum,White
7103,Charcoal,Magenta,Azure,Gray,Purple,Crimson,Charcoal,Brown,Red,Fuchsia
7104,Plum,Charcoal,Pea green,Crimson,Olden,Orange,Pea green,Green,Olden,Fuchsia
7105,Teal,Khaki,Navy blue,Wheat,Purple,Gray,Coral,Yellow,Yellow,Coral
7106,Gray,Plum,Gray,Crimson,Maroon,Wheat,Black,Silver,Khaki,Crimson
7107,Navy blue,Hot pink,Silver,Olive,Navy blue,Yellow,Navy blue,Aquamarine,White,Lime
7108,Crimson,Charcoal,Khaki,Lime,Green,Brown,Maroon,Lime,Ivory,Pea green
7109,Khaki,Aquamarine,Maroon,Lime,Green,Red,Crimson,Khaki,Plum,Black
7110,Black,Crimson,Silver,Teal,Cyan,Gray,Brown,Olive,Azure,Wheat
7111,Khaki,White,Plum,Blue,Teal,Pea green,Silver,Olive,Teal,Teal
7112,Coral,Navy blue,Olden,Charcoal,Blue,Magenta,Blue,Green,Fuchsia,Brown
7113,Fuchsia,Ivory,Teal,Green,Orange,Plum,Black,Brown,Yellow,Green
7114,Black,Gray,Teal,Hot pink,Purple,Navy blue,Ivory,Purple,Yellow,Pea green
7115,Olive,Fuchsia,Green,Magenta,Cyan,Lime,Magenta,Black,Wheat,Hot pink
7116,Pea green,Olden,Hot pink,Ivory,Magenta,Olive,Charcoal,Pea green,Magenta,Olive
7117,Pea green,Black,Fuchsia,Coral,Brown,Red,Azure,Cyan,Azure,Fuchsia
7118,Olden,Azure,Olive,Purple,White,Silver,Navy blue,White,Brown,Navy blue
7119,Yellow,Green,Yellow,Brown,Brown,Yellow,Maroon,Orange,Charcoal,Silver
7120,Crimson,Coral,Brown,Pea green,Hot pink,Yellow,Cyan,Orange,Purple,Maroon
7121,Khaki,White,Azure,Gray,Purple,Crimson,Ivory,Plum,Aquamarine,Lime
7122,Pea green,Crimson,Azure,Yellow,Cyan,Plum,Crimson,Fuchsia,Cyan,Ivory
7123,Magenta,Crimson,Crimson,Brown,Magenta,Navy blue,Black,Olden,Hot pink,Crimson
7124,Black,Pea green,Green,Coral,Khaki,Maroon,White,Blue,Orange,Plum
7125,Ivory,Blue,Maroon,Red,Maroon,Olive,Coral,Hot pink,Pea green,Azure
7126,Charcoal,Purple,Coral,Charcoal,Wheat,Maroon,Olden,Wheat,Ivory,Khaki
7127,Orange,Blue,Hot pink,Wheat,Ivory,Gray,Hot pink,Azure,Aquamarine,Charcoal
7128,Silver,Maroon,Yellow,Coral,Lime,Coral,Black,Ivory,Orange,Red
7129,Navy blue,Hot pink,Brown,Purple,Navy blue,Black,Coral,Khaki,Pea green,Wheat
7130,Khaki,Maroon,Hot pink,Black,Black,Pea green,Wheat,Aquamarine,Orange,Black
7131,Black,Azure,Blue,Silver,Cyan,Brown,Khaki,Fuchsia,Pea green,Crimson
7132,Azure,Orange,Brown,Gray,Khaki,Green,Magenta,Green,Blue,Crimson
7133,Green,Azure,Plum,Orange,Plum,Crimson,Coral,Aquamarine,Navy blue,Yellow
7134,Charcoal,Silver,Wheat,Blue,Hot pink,Teal,Purple,Crimson,Green,Olive
7135,Navy blue,Hot pink,Ivory,Plum,Teal,Plum,White,Red,Red,Red
7136,Red,Aquamarine,Silver,Gray,Coral,Brown,Coral,Maroon,Aquamarine,Wheat
7137,Fuchsia,Gray,Ivory,Azure,Coral,Hot pink,Green,Red,White,White
7138,Coral,Cyan,Cyan,Brown,Ivory,Coral,Blue,Cyan,Azure,Azure
7139,Charcoal,Blue,Maroon,Wheat,Brown,Khaki,Khaki,Gray,Magenta,Teal
7140,Gray,Wheat,Khaki,Magenta,Ivory,Aquamarine,Ivory,White,Khaki,Crimson
7141,Orange,Hot pink,Charcoal,Charcoal,Green,Purple,Olden,Maroon,Olive,Hot pink
7142,Ivory,Plum,Orange,Purple,Olive,Olive,Brown,Brown,Ivory,Fuchsia
7143,Khaki,Purple,Maroon,Lime,Fuchsia,Aquamarine,Olive,Azure,Crimson,Blue
7144,Fuchsia,Aquamarine,Ivory,Yellow,Khaki,Maroon,Purple,Ivory,Ivory,Coral
7145,Teal,Fuchsia,Olden,Azure,Maroon,White,Red,Gray,Cyan,Purple
7146,Brown,Hot pink,Aquamarine,Yellow,Gray,Orange,Orange,Navy blue,Brown,Aquamarine
7147,White,Gray,Azure,Charcoal,Blue,Green,Purple,Magenta,Gray,Orange
7148,Magenta,Azure,Silver,Blue,Plum,Coral,Maroon,Lime,Cyan,Purple
7149,Crimson,White,Charcoal,Coral,Teal,White,Navy blue,Olden,Coral,Pea green
7150,Coral,Lime,Wheat,Blue,Black,Khaki,Magenta,Lime,Hot pink,Green
7151,Orange,Cyan,Silver,Yellow,Azure,Maroon,Red,Plum,Crimson,Red
7152,Red,Charcoal,Green,Azure,Maroon,Cyan,Olive,Purple,Fuchsia,Azure
7153,Brown,Magenta,Ivory,Silver,White,Orange,Yellow,Pea green,Olden,Yellow
7154,Plum,Maroon,Olden,Charcoal,Hot pink,Red,White,Black,Blue,Khaki
7155,Plum,Teal,Yellow,Lime,Green,Coral,Black,Gray,Magenta,Plum
7156,Lime,Orange,Green,Magenta,Khaki,Lime,Olive,Plum,Silver,Blue
7157,Olden,Green,Pea green,Crimson,Maroon,Lime,Wheat,Aquamarine,Green,Pea green
7158,Olive,Wheat,Coral,Purple,Khaki,Maroon,Charcoal,Maroon,Maroon,Pea green
7159,Coral,Blue,Coral,Pea green,Coral,Green,Orange,Coral,Brown,Maroon
7160,Ivory,Ivory,Coral,Khaki,Yellow,Red,Khaki,Wheat,Hot pink,Red
7161,Cyan,Red,Ivory,Ivory,Aquamarine,Gray,Khaki,Blue,Hot pink,White
7162,Teal,Charcoal,Azure,Ivory,Fuchsia,Cyan,Silver,Azure,Blue,Orange
7163,Magenta,Azure,Purple,Magenta,Blue,Olden,Navy blue,Blue,Wheat,Brown
7164,Aquamarine,Yellow,Green,Aquamarine,Brown,White,Cyan,Khaki,Fuchsia,Charcoal
7165,Black,Brown,Yellow,Fuchsia,Coral,Silver,Brown,White,Navy blue,Ivory
7166,Khaki,Azure,Maroon,Charcoal,Wheat,Magenta,Maroon,Navy blue,Plum,Red
7167,Khaki,Crimson,Ivory,Aquamarine,Blue,Teal,Black,Blue,Pea green,Yellow
7168,Hot pink,Khaki,Purple,Yellow,Silver,Gray,Cyan,Plum,Green,Khaki
7169,Pea green,Yellow,Maroon,Olden,Crimson,Olive,Olive,Maroon,Crimson,Plum
7170,Crimson,Purple,Black,Yellow,Brown,Blue,Magenta,Pea green,Maroon,Coral
7171,Charcoal,Magenta,Navy blue,Azure,Navy blue,Blue,Orange,Gray,Olive,White
7172,Black,Teal,Olive,Plum,Coral,Coral,Khaki,Gray,Khaki,Purple
7173,Lime,Black,Green,Olive,Khaki,Lime,White,Azure,Olive,Aquamarine
7174,Crimson,Olden,Fuchsia,Olden,Brown,Maroon,Purple,Olive,Coral,White
7175,Azure,Olden,Lime,Aquamarine,Red,Gray,Navy blue,Olden,Olden,Cyan
7176,Olive,Azure,Olive,Azure,Plum,Olive,Maroon,Wheat,Plum,Khaki
7177,Olden,Aquamarine,Charcoal,Green,Coral,Azure,Magenta,Hot pink,Magenta,Ivory
7178,Olden,Azure,Cyan,Cyan,Red,Orange,Black,Fuchsia,Fuchsia,Magenta
7179,Pea green,Black,Khaki,Black,Wheat,Aquamarine,Ivory,Pea green,Charcoal,Silver
7180,Pea green,Olive,Pea green,Olive,Maroon,Red,Navy blue,Black,White,Brown
7181,Coral,Aquamarine,Brown,White,Black,Orange,Khaki,Aquamarine,Magenta,Teal
7182,Purple,Fuchsia,Ivory,Ivory,Olden,Orange,Khaki,Magenta,Plum,Blue
7183,Teal,Navy blue,Pea green,Lime,Charcoal,Black,Cyan,Silver,Crimson,Cyan
7184,Brown,Purple,Orange,Teal,Crimson,Blue,Aquamarine,Brown,Fuchsia,Black
7185,Azure,Ivory,Purple,Green,Gray,Fuchsia,Silver,Navy blue,Brown,Crimson
7186,Coral,Purple,Olden,Olden,Red,Magenta,Ivory,Maroon,Red,Khaki
7187,Magenta,Aquamarine,Navy blue,Magenta,Orange,Purple,Green,Olive,Hot pink,Lime
7188,Red,Khaki,Khaki,Navy blue,Orange,Purple,Fuchsia,Brown,Olden,Pea green
7189,Black,Green,Pea green,Olive,White,Red,Charcoal,Plum,Hot pink,Gray
7190,Green,Cyan,Hot pink,Hot pink,Teal,Blue,Plum,Cyan,Plum,Wheat
7191,Aquamarine,Fuchsia,Azure,Gray,Yellow,Maroon,Khaki,Lime,Cyan,Plum
7192,Olden,Lime,Brown,Charcoal,Teal,Purple,Purple,Silver,Charcoal,Blue
7193,Azure,Hot pink,Maroon,Lime,Ivory,Navy blue,Cyan,Purple,Green,Green
7194,Navy blue,Wheat,Blue,Pea green,Azure,Olive,Charcoal,Cyan,Red,Azure
7195,Maroon,Hot pink,Azure,Coral,Purple,Plum,Aquamarine,Lime,Lime,Azure
7196,Azure,Magenta,Aquamarine,Coral,Red,Maroon,Plum,Khaki,Khaki,White
7197,Aquamarine,Maroon,Purple,Maroon,Olden,Maroon,Magenta,Teal,Lime,Olden
7198,Khaki,Plum,Orange,Lime,Aquamarine,Aquamarine,White,Red,Lime,Orange
7199,Cyan,Pea green,Purple,Green,Coral,Plum,Teal,Olden,Purple,Cyan
7200,Blue,Cyan,White,Yellow,Ivory,Orange,Gray,Black,Azure,Black
7201,Teal,Navy blue,White,Orange,Yellow,Gray,Ivory,Azure,Charcoal,Gray
7202,Pea green,Coral,Gray,Olden,Brown,White,Plum,Yellow,Gray,Charcoal
7203,Green,Crimson,Navy blue,Yellow,Cyan,Red,Crimson,Blue,Coral,Gray
7204,Fuchsia,Green,Blue,Crimson,Navy blue,Coral,Teal,Khaki,Lime,Wheat
7205,Khaki,Maroon,Pea green,Cyan,Purple,White,Purple,Fuchsia,Coral,Teal
7206,Ivory,Magenta,Green,Wheat,Hot pink,Hot pink,Teal,Charcoal,Navy blue,Black
7207,Pea green,Blue,Fuchsia,Green,Hot pink,Brown,Hot pink,Brown,White,Maroon
7208,Coral,Wheat,Ivory,Olive,Navy blue,Magenta,Orange,Orange,Wheat,Purple
7209,Maroon,White,Coral,Wheat,Olden,Ivory,Brown,Yellow,White,Blue
7210,Fuchsia,Brown,Green,Azure,Fuchsia,Black,Lime,Green,Fuchsia,Olden
7211,Yellow,Brown,Teal,Black,Olive,Hot pink,Coral,Green,Maroon,Magenta
7212,Lime,Magenta,Plum,Black,Crimson,Aquamarine,Charcoal,Maroon,Green,Magenta
