,A,B,C,D,E,F,G,H,I,J
8198,Cyan,Navy blue,Fuchsia,Maroon,Green,Maroon,Black,Black,Aquamarine,Cyan
8199,Azure,Olden,Crimson,Green,Crimson,Navy blue,Coral,Maroon,Navy blue,Crimson
8200,Plum,Yellow,Ivory,Green,Fuchsia,Aquamarine,Yellow,Yellow,Blue,White
8201,Azure,Aquamarine,Olden,Khaki,Hot pink,Red,Red,White,Maroon,Black
8202,Black,Khaki,Yellow,Charcoal,Teal,Ivory,Wheat,Gray,Brown,Red
8203,Purple,Fuchsia,Olive,White,Ivory,Blue,Gray,Gray,Azure,Silver
8204,White,Teal,Magenta,Orange,Coral,Azure,Khaki,Gray,Charcoal,Silver
8205,Silver,White,Purple,White,Teal,Teal,Blue,Red,Ivory,Green
8206,Yellow,Charcoal,Charcoal,Red,Olive,Yellow,Wheat,Red,Silver,Gray
8207,Orange,Brown,Fuchsia,Aquamarine,Magenta,Navy blue,Olden,Olive,Brown,Aquamarine
8208,Red,Teal,Olive,Navy blue,Hot pink,Crimson,Lime,Orange,Olive,Green
8209,Charcoal,Gray,Aquamarine,Purple,Silver,Teal,Gray,Pea green,Navy blue,Maroon
8210,Navy blue,Cyan,Olden,Navy blue,Ivory,Coral,Teal,Maroon,Magenta,White
8211,Olden,Purple,Charcoal,Black,Green,Green,Olive,Charcoal,Navy blue,Silver
8212,Fuchsia,White,Blue,Teal,Gray,Maroon,Coral,Orange,Crimson,Coral
8213,Brown,Blue,White,White,Azure,Blue,White,Magenta,Green,Hot pink
8214,Pea green,Cyan,Black,Green,Khaki,Aquamarine,Coral,Brown,Orange,Crimson
8215,Teal,Pea green,Ivory,Olive,Aquamarine,Khaki,Olden,Olive,Plum,Hot pink
8216,Blue,Coral,Yellow,Crimson,Lime,Lime,Maroon,Wheat,Teal,Aquamarine
8217,Charcoal,Hot pink,Coral,Yellow,Brown,Lime,Purple,Charcoal,Khaki,Navy blue
8218,Ivory,Yellow,Coral,Cyan,Yellow,Gray,Purple,Magenta,Plum,Crimson
8219,White,Aquamarine,Red,Plum,Azure,Ivory,Blue,Olden,Olive,Maroon
8220,Pea green,Magenta,Cyan,Crimson,Red,Red,Azure,Olden,White,Wheat
8221,Wheat,Hot pink,Crimson,Olden,Ivory,Cyan,Coral,Aquamarine,Wheat,Fuchsia
8222,Maroon,Red,Brown,Lime,Red,Purple,Magenta,Green,Crimson,Wheat
8223,Olden,Hot pink,Yellow,Black,Fuchsia,Maroon,Wheat,Yellow,White,Gray
8224,Pea green,Azure,Crimson,Olden,Olden,Yellow,Red,Orange,Coral,White
8225,Ivory,Silver,Lime,Crimson,Aquamarine,Azure,Crimson,Orange,Maroon,Silver
8226,Blue,Yellow,Hot pink,Brown,White,Teal,Coral,Pea green,Olive,Olive
8227,Pea green,Wheat,Cyan,White,Plum,Fuchsia,Plum,Brown,Hot pink,Lime
8228,Maroon,Maroon,Gray,Olive,Wheat,Black,Charcoal,Magenta,Crimson,Navy blue
8229,Coral,Blue,Olden,Teal,Fuchsia,Green,Olden,Silver,Orange,White
8230,Lime,Azure,Crimson,Orange,Aquamarine,Crimson,Gray,Crimson,Khaki,Green
8231,White,Khaki,Teal,Black,Olden,Black,Gray,Plum,Fuchsia,Green
8232,Fuchsia,Cyan,Pea green,Coral,Plum,Pea green,Pea green,Lime,Hot pink,Olden
8233,Fuchsia,Brown,Brown,Ivory,Crimson,Green,Crimson,Gray,Coral,Yellow
8234,Gray,Azure,Fuchsia,Wheat,Green,Fuchsia,Silver,Magenta,Maroon,Cyan
8235,Ivory,Khaki,White,Plum,Wheat,Wheat,Maroon,Magenta,White,Coral
8236,Orange,Orange,Coral,Hot pink,Purple,Aquamarine,Khaki,Green,Yellow,Crimson
8237,Teal,Purple,Hot pink,Olive,Hot pink,Charcoal,Aquamarine,Silver,Black,Coral
8238,Navy blue,Navy blue,Fuchsia,Pea green,Cyan,Khaki,Ivory,Magenta,Lime,Ivory
8239,Black,Plum,Yellow,Coral,Black,Cyan,Khaki,Pea green,Brown,Cyan
8240,Crimson,Silver,Coral,Olden,Crimson,Wheat,Red,Charcoal,Crimson,Green
8241,Blue,Hot pink,Hot pink,Fuchsia,Azure,Lime,Blue,Brown,Navy blue,Lime
8242,Crimson,Coral,Blue,Red,Olive,Red,Gray,Aquamarine,Gray,Hot pink
8243,Fuchsia,Ivory,Green,Wheat,Hot pink,Wheat,Coral,Magenta,Charcoal,Ivory
8244,Yellow,Yellow,Olive,Wheat,Orange,Crimson,Gray,Magenta,Orange,Coral
8245,Olden,Coral,Green,Orange,Ivory,Navy blue,Azure,Black,Magenta,Black
8246,Khaki,Yellow,Maroon,Black,Khaki,Olive,Black,Cyan,Cyan,Olive
8247,Magenta,Fuchsia,Black,Gray,Blue,Azure,Purple,Black,Teal,Maroon
8248,Orange,Lime,Plum,Teal,Cyan,Azure,Teal,Green,Azure,Charcoal
8249,Azure,Cyan,Navy blue,Maroon,Gray,Olden,Olden,White,Lime,Magenta
8250,Navy blue,Olden,Green,Blue,Khaki,Lime,Fuchsia,Brown,Olden,Khaki
8251,Green,Yellow,Green,Lime,Silver,Lime,Brown,Crimson,Green,Navy blue
8252,Cyan,Coral,Magenta,Fuchsia,Navy blue,Azure,Hot pink,White,Purple,Navy blue
8253,Navy blue,Teal,Plum,Blue,Crimson,Hot pink,Plum,Crimson,Black,Crimson
8254,Orange,Olive,Coral,Olden,Olive,Hot pink,Wheat,Olive,Crimson,Khaki
8255,Gray,Crimson,Hot pink,Gray,Brown,White,Azure,Brown,Coral,Blue
8256,Gray,Orange,Cyan,Green,Lime,Magenta,Silver,Aquamarine,Wheat,Wheat
8257,Crimson,Pea green,Green,Azure,Hot pink,Plum,Khaki,Ivory,Ivory,Olden
8258,Magenta,Magenta,Magenta,Black,Cyan,Hot pink,Maroon,White,Wheat,Pea green
8259,Magenta,Azure,Green,Coral,Azure,Magenta,Coral,Plum,Yellow,Navy blue
8260,Hot pink,Ivory,Purple,Orange,Purple,Azure,Crimson,Teal,White,Lime
8261,Olive,Ivory,Silver,Yellow,Khaki,Yellow,Charcoal,Brown,Magenta,Orange
8262,Green,Magenta,Silver,Crimson,Azure,Khaki,White,Magenta,Gray,Silver
8263,Pea green,Silver,Gray,Azure,Aquamarine,Black,Cyan,Teal,Gray,Cyan
8264,Brown,Charcoal,Olden,Purple,Purple,Charcoal,Blue,Teal,Yellow,Khaki
8265,Black,Maroon,Blue,Ivory,Blue,Orange,Coral,Maroon,White,Teal
8266,Silver,Red,Olive,Khaki,Aquamarine,Fuchsia,Aquamarine,Coral,Charcoal,Aquamarine
8267,Orange,Silver,Yellow,Lime,Ivory,Fuchsia,Cyan,Orange,Red,Magenta
8268,Wheat,Purple,Charcoal,Magenta,White,Maroon,Plum,Hot pink,Red,Teal
8269,Ivory,Maroon,Cyan,Crimson,Lime,Olden,Lime,Charcoal,Lime,Hot pink
8270,Aquamarine,Green,Red,Navy blue,Fuchsia,Black,Ivory,Navy blue,Lime,Gray
8271,Fuchsia,Olive,Navy blue,Olden,Yellow,Black,Red,Crimson,Maroon,Coral
8272,Brown,Fuchsia,Hot pink,Cyan,Yellow,Azure,Crimson,Azure,Yellow,Olden
8273,White,Azure,Maroon,Magenta,Cyan,Aquamarine,Green,Khaki,Red,Green
8274,Blue,Wheat,Crimson,Green,Aquamarine,Fuchsia,Teal,Cyan,Red,Crimson
8275,Plum,Hot pink,Orange,Black,Gray,Olden,Teal,Pea green,Charcoal,Maroon
8276,Hot pink,Red,Silver,Navy blue,Orange,Purple,Ivory,Hot pink,Aquamarine,Yellow
8277,Olive,Gray,White,Orange,Crimson,Ivory,Ivory,Purple,Purple,Blue
8278,Yellow,Lime,Olden,Fuchsia,Pea green,Ivory,Charcoal,Hot pink,Black,Purple
8279,Orange,Teal,Brown,Plum,Brown,Hot pink,Hot pink,Blue,Azure,Yellow
8280,Charcoal,Fuchsia,Blue,Coral,Maroon,Gray,Ivory,Purple,Orange,Green
8281,Charcoal,Aquamarine,Teal,Olden,Teal,Navy blue,Khaki,Silver,Orange,Wheat
8282,Khaki,Green,Purple,White,Khaki,Green,Navy blue,Maroon,Pea green,Silver
8283,Maroon,Teal,Fuchsia,Ivory,Yellow,Fuchsia,Coral,Aquamarine,Azure,Crimson
8284,Plum,Gray,Black,Plum,Coral,Coral,Pea green,Charcoal,Crimson,Brown
8285,Yellow,Yellow,Olive,Cyan,Ivory,Olden,Black,Azure,Cyan,Pea green
8286,Plum,Charcoal,Wheat,Gray,Magenta,Crimson,Aquamarine,Brown,Lime,Ivory
8287,Crimson,Lime,Olden,Azure,Olive,Crimson,Olden,Silver,Aquamarine,Olden
8288,Silver,Plum,Wheat,Hot pink,Purple,Teal,Magenta,Green,Red,Yellow
8289,Khaki,Black,White,Crimson,Charcoal,Navy blue,Maroon,Magenta,Wheat,Navy blue
8290,Wheat,Yellow,Lime,Ivory,Crimson,Azure,Purple,Black,Hot pink,White
8291,Silver,Coral,Green,Lime,White,Olive,Blue,Pea green,Coral,Silver
8292,Teal,Wheat,Yellow,Pea green,Red,Charcoal,Gray,Magenta,Orange,Khaki
8293,Ivory,Purple,Teal,Lime,Khaki,Purple,Brown,Azure,Maroon,Red
8294,Crimson,Red,Silver,Crimson,Black,Khaki,Magenta,Blue,Purple,Red
8295,Brown,Ivory,Brown,Khaki,Crimson,Teal,Lime,Olden,Purple,Olden
8296,Olden,Blue,Navy blue,Fuchsia,Ivory,Cyan,Lime,Magenta,Hot pink,Lime
8297,Green,Red,Olive,Black,Magenta,Fuchsia,Plum,Orange,Olive,Magenta
8298,Teal,Fuchsia,Black,Fuchsia,Green,Cyan,Blue,Purple,Plum,Blue
8299,Green,Ivory,Red,Plum,Olive,Olive,Magenta,Teal,Silver,Black
8300,Orange,Wheat,Orange,Silver,Wheat,Olden,Navy blue,Wheat,Lime,Fuchsia
8301,Coral,Lime,Green,Blue,Cyan,Cyan,Purple,Crimson,Gray,Green
8302,Crimson,Lime,Charcoal,Black,Plum,Blue,Navy blue,Purple,White,Yellow
8303,Orange,Pea green,Silver,Hot pink,Black,Red,Yellow,Gray,Yellow,Lime
8304,Navy blue,Brown,Silver,Azure,Navy blue,Pea green,Plum,Pea green,Red,White
8305,Yellow,Red,Olive,Plum,Azure,Red,Hot pink,Azure,Plum,Fuchsia
8306,Charcoal,Yellow,Wheat,Hot pink,Lime,Cyan,Plum,Azure,Purple,Yellow
8307,Ivory,Green,White,Cyan,Purple,Olive,Azure,Cyan,Pea green,Red
8308,Black,Khaki,Azure,Olive,Purple,Maroon,Black,Plum,Khaki,Plum
8309,Red,Purple,Red,Aquamarine,Silver,Coral,Hot pink,Olden,White,Magenta
8310,Maroon,Hot pink,Yellow,Olive,Fuchsia,Plum,Khaki,Navy blue,Navy blue,Crimson
8311,White,Azure,Maroon,Plum,Pea green,Aquamarine,Wheat,Plum,Black,Hot pink
8312,Navy blue,Yellow,Blue,Black,Black,Teal,Brown,Charcoal,Olive,Yellow
8313,Green,White,Orange,Maroon,Silver,Aquamarine,Magenta,Teal,Navy blue,Cyan
8314,Silver,Khaki,Navy blue,Olive,Ivory,Yellow,Gray,Olden,Crimson,Maroon
8315,Black,Cyan,Magenta,Navy blue,Hot pink,Hot pink,Olive,Charcoal,Lime,Orange
8316,Olden,Blue,Aquamarine,Maroon,Green,Maroon,Lime,Black,Silver,Plum
8317,Green,Blue,Cyan,Gray,Red,Lime,Red,Pea green,Orange,Maroon
8318,Olive,Navy blue,Fuchsia,Blue,Lime,Wheat,Magenta,Olive,Lime,White
8319,Lime,Khaki,Blue,Teal,Teal,Purple,White,Blue,Khaki,Silver
8320,Black,Aquamarine,Ivory,Ivory,Orange,Hot pink,Silver,Pea green,Plum,Coral
8321,Azure,Navy blue,Azure,Pea green,Magenta,Fuchsia,Yellow,Crimson,Navy blue,Black
8322,Yellow,Hot pink,Purple,Lime,Silver,Olden,Wheat,Fuchsia,Lime,Fuchsia
8323,Hot pink,Blue,Blue,Coral,Magenta,Azure,Teal,Yellow,Blue,Orange
8324,Magenta,Crimson,Plum,Plum,Orange,Lime,Olden,Cyan,Cyan,Brown
8325,Blue,Hot pink,Green,Hot pink,Silver,White,Aquamarine,Yellow,Blue,Ivory
8326,Gray,Navy blue,Brown,Charcoal,Charcoal,Magenta,Azure,Wheat,Aquamarine,Navy blue
8327,Wheat,Ivory,Lime,Plum,Red,Silver,Magenta,Teal,Magenta,White
8328,Green,Wheat,Crimson,Green,Coral,Lime,Khaki,Green,Cyan,Silver
8329,Crimson,Orange,Azure,Red,Magenta,Olden,Purple,Hot pink,Charcoal,Charcoal
8330,Orange,Charcoal,Brown,Cyan,Navy blue,Wheat,Purple,Plum,Teal,Charcoal
8331,Azure,Cyan,Aquamarine,Green,Brown,Plum,Purple,Wheat,Black,Plum
8332,Green,Green,Pea green,Pea green,Gray,Silver,Green,Navy blue,Gray,Fuchsia
8333,Azure,Aquamarine,Olden,Hot pink,Crimson,Orange,Cyan,Lime,Khaki,Brown
8334,Olive,Pea green,Khaki,Olden,White,Maroon,Aquamarine,Navy blue,Cyan,Aquamarine
8335,Olden,Azure,Cyan,Wheat,Olden,Lime,Plum,Crimson,Hot pink,Orange
8336,Navy blue,Red,Fuchsia,Hot pink,Wheat,Orange,Black,Crimson,White,Azure
8337,Khaki,Blue,Khaki,Olden,Maroon,Lime,Navy blue,White,Magenta,Gray
8338,Khaki,Plum,Aquamarine,Charcoal,Magenta,Green,Blue,Pea green,Fuchsia,Orange
8339,Red,Ivory,Navy blue,Khaki,White,Charcoal,Fuchsia,Charcoal,Pea green,Charcoal
8340,Khaki,Olive,Coral,Plum,Lime,Olive,Black,Purple,Azure,Crimson
8341,Wheat,Wheat,Fuchsia,Cyan,Fuchsia,Wheat,Aquamarine,Black,Navy blue,Wheat
8342,Red,Pea green,Fuchsia,Maroon,Wheat,Gray,Teal,Navy blue,Azure,Fuchsia
8343,Purple,Gray,Brown,Cyan,Green,Crimson,Red,Charcoal,Teal,Aquamarine
8344,Purple,Blue,Charcoal,Teal,Olive,Teal,Silver,Ivory,Green,Cyan
8345,Olden,Purple,Blue,Gray,Yellow,Maroon,Olive,Lime,Black,Olive
8346,Navy blue,Silver,Khaki,Wheat,Yellow,Green,Cyan,Azure,Cyan,Aquamarine
8347,Plum,Aquamarine,Green,Fuchsia,White,Charcoal,Silver,Maroon,Plum,Khaki
8348,Crimson,Pea green,Fuchsia,Azure,Magenta,Olden,Brown,Plum,Pea green,Blue
8349,Black,Red,Ivory,White,Wheat,Charcoal,Black,White,Aquamarine,Olden
8350,Azure,Brown,Brown,Olden,Teal,Black,Fuchsia,Coral,Maroon,Azure
8351,Aquamarine,Aquamarine,Gray,Wheat,Red,Purple,Navy blue,Teal,Silver,Blue
8352,Charcoal,Hot pink,Azure,Crimson,Fuchsia,Hot pink,Azure,Ivory,Brown,Orange
8353,Magenta,Orange,Hot pink,Khaki,Ivory,White,Olive,Plum,Purple,Orange
8354,Red,Black,Teal,Purple,Olden,Khaki,Teal,Blue,Charcoal,Hot pink
8355,Charcoal,Hot pink,Azure,Khaki,Fuchsia,Blue,Fuchsia,Magenta,Khaki,Teal
8356,Blue,Black,Hot pink,Silver,Maroon,Maroon,Wheat,Navy blue,White,White
8357,Maroon,Olive,Wheat,White,Teal,Red,Lime,Gray,Aquamarine,Black
8358,Teal,Navy blue,Coral,Cyan,Azure,Green,Plum,Plum,Blue,Cyan
8359,Plum,Olive,Plum,Teal,Navy blue,Gray,Aquamarine,Purple,Azure,Orange
8360,Olive,White,Teal,Yellow,Crimson,Olive,Brown,Hot pink,Green,Pea green
8361,Yellow,Teal,Gray,Silver,Green,Blue,Azure,Ivory,Olden,Purple
8362,Aquamarine,Pea green,Lime,Cyan,Silver,Azure,Hot pink,Ivory,Teal,Charcoal
8363,Fuchsia,Khaki,Lime,Khaki,Khaki,Red,Red,Pea green,Orange,Silver
8364,Coral,Navy blue,Red,Olive,Crimson,Coral,Azure,Navy blue,Magenta,Fuchsia
8365,Gray,Olden,Wheat,Brown,Charcoal,Olive,Fuchsia,Olive,Azure,Charcoal
8366,White,Brown,Coral,Blue,Orange,Wheat,Lime,Silver,Coral,Gray
8367,Hot pink,Olden,Blue,Magenta,Lime,Azure,Aquamarine,Red,Fuchsia,Coral
8368,Azure,Aquamarine,Teal,Fuchsia,White,Aquamarine,Maroon,Magenta,Magenta,Green
8369,Maroon,Green,Maroon,White,Orange,Black,Silver,Yellow,Charcoal,Hot pink
8370,Gray,Blue,Orange,Khaki,Maroon,Red,Hot pink,Ivory,Cyan,Coral
8371,Ivory,Olive,Plum,Yellow,Silver,Navy blue,Brown,Teal,White,Teal
8372,Silver,Brown,Olive,Blue,Orange,Crimson,Brown,Maroon,Red,Silver
8373,Brown,Blue,Plum,Teal,Black,White,Khaki,Crimson,Olden,Gray
8374,Orange,Olden,White,Khaki,Olive,Purple,Teal,Wheat,Yellow,Cyan
8375,Brown,Hot pink,Coral,Black,Gray,Fuchsia,Pea green,Black,Hot pink,Green
8376,Maroon,Yellow,White,Wheat,Brown,Blue,Aquamarine,Khaki,Ivory,Silver
8377,Crimson,Cyan,Maroon,Black,Green,Azure,Charcoal,Ivory,White,Lime
8378,Khaki,Purple,Coral,Maroon,Yellow,Crimson,Teal,Hot pink,Aquamarine,Brown
8379,Wheat,Gray,Maroon,Teal,Black,Coral,Azure,Khaki,Lime,Olive
8380,Silver,Plum,Yellow,Charcoal,Pea green,Lime,Aquamarine,Fuchsia,Teal,Pea green
8381,Cyan,Black,Teal,Coral,Coral,Blue,Crimson,Navy blue,Red,Olive
8382,Purple,Olive,Olden,Red,Black,Yellow,Maroon,Aquamarine,Gray,Purple
8383,Olive,Wheat,Yellow,Black,Lime,White,Blue,Charcoal,Blue,Hot pink
8384,Crimson,Crimson,Teal,Olden,Gray,Silver,Maroon,Aquamarine,Ivory,Gray
8385,Cyan,Olden,Navy blue,Olden,Blue,Silver,Azure,Coral,Black,Yellow
8386,Charcoal,Lime,White,Yellow,Gray,Purple,Yellow,White,Teal,Orange
8387,Maroon,Olive,Magenta,Silver,Ivory,Red,Cyan,Navy blue,Charcoal,Plum
8388,Hot pink,Wheat,Wheat,Fuchsia,Hot pink,Ivory,Azure,Aquamarine,Brown,Maroon
8389,Cyan,Green,Olden,Khaki,Plum,Crimson,Wheat,Pea green,White,Gray
8390,Azure,Blue,Red,Black,Navy blue,Khaki,Olive,Maroon,White,Aquamarine
8391,Hot pink,Pea green,Navy blue,Pea green,Aquamarine,Lime,Plum,Ivory,Olden,Coral
8392,White,Wheat,Magenta,Coral,White,Purple,Brown,Teal,Magenta,Pea green
8393,Purple,Azure,Silver,Green,Orange,Brown,Charcoal,Crimson,Red,Olden
8394,Silver,Cyan,Blue,Fuchsia,Cyan,Black,Olden,Khaki,Green,Olive
8395,Gray,Magenta,Cyan,Green,Aquamarine,Olden,Hot pink,Olden,Navy blue,Olden
8396,Gray,Gray,Purple,Aquamarine,Black,Teal,Orange,Brown,Magenta,Wheat
8397,Hot pink,Aquamarine,Crimson,Purple,Yellow,Teal,Gray,Wheat,Charcoal,Gray
8398,Green,Gray,Navy blue,Magenta,Hot pink,Charcoal,Fuchsia,Hot pink,Black,Khaki
8399,Gray,Azure,Fuchsia,Gray,Silver,Wheat,Lime,Gray,Blue,Yellow
8400,Yellow,Lime,Purple,Purple,Gray,Teal,Purple,Olive,Fuchsia,Red
8401,Wheat,Black,Magenta,Teal,Azure,Green,Navy blue,Green,Khaki,Yellow
8402,Yellow,Green,Hot pink,White,Lime,Hot pink,Charcoal,Red,Olden,Pea green
8403,Orange,Wheat,Magenta,Navy blue,Maroon,Cyan,Plum,Orange,Crimson,White
8404,Navy blue,Coral,Maroon,Green,Blue,Crimson,Orange,Orange,Charcoal,Hot pink
8405,White,Wheat,Brown,Khaki,Hot pink,Lime,Yellow,Charcoal,Ivory,Magenta
8406,Coral,Coral,Magenta,Orange,Plum,Navy blue,Navy blue,Teal,White,Red
8407,Lime,Olive,Hot pink,Cyan,Red,Azure,Aquamarine,Pea green,Lime,Plum
8408,Maroon,Ivory,Hot pink,Wheat,Magenta,Cyan,Fuchsia,Olden,Hot pink,Cyan
8409,Wheat,Pea green,Maroon,Coral,Magenta,Cyan,Olive,Khaki,Green,Green
8410,Blue,Hot pink,Hot pink,Olden,Olive,Orange,Black,Magenta,Red,Cyan
8411,Charcoal,Plum,Yellow,Red,Teal,Silver,Coral,Navy blue,Crimson,Brown
8412,Blue,Charcoal,Azure,Orange,Yellow,Azure,Maroon,Yellow,Olive,Khaki
8413,White,Brown,Silver,Magenta,Navy blue,Silver,Coral,Maroon,Yellow,Aquamarine
8414,Olive,Yellow,Aquamarine,Purple,Crimson,Purple,Olden,Purple,Azure,Brown
8415,Yellow,Yellow,Plum,Yellow,Fuchsia,Hot pink,Lime,Brown,Khaki,Coral
8416,Cyan,Plum,Aquamarine,Hot pink,Fuchsia,Red,Silver,Khaki,Olive,Hot pink
8417,Ivory,Charcoal,Olden,Black,Hot pink,Olden,Azure,Crimson,Plum,Purple
8418,Wheat,Crimson,Khaki,Magenta,Silver,Ivory,Aquamarine,White,Navy blue,Olden
8419,Lime,Charcoal,White,Navy blue,Coral,Plum,Olive,Blue,Olive,Navy blue
8420,Gray,Maroon,Black,Olden,Orange,Fuchsia,Teal,Orange,Gray,Yellow
8421,Khaki,Red,Black,Khaki,Gray,Olden,Brown,Brown,White,Fuchsia
8422,White,Silver,Navy blue,Black,Fuchsia,Brown,White,Gray,Khaki,Plum
8423,White,Lime,Orange,Plum,Brown,Blue,Azure,Fuchsia,Charcoal,Ivory
8424,Black,Cyan,Crimson,Fuchsia,Cyan,White,Hot pink,Fuchsia,Plum,Cyan
8425,Brown,Olden,Brown,Gray,Blue,Red,Azure,Cyan,Plum,Red
8426,Magenta,Wheat,Aquamarine,Fuchsia,Red,Wheat,Plum,Brown,Aquamarine,Black
8427,Magenta,Yellow,White,Plum,Olive,Silver,Ivory,Silver,Black,Lime
8428,Coral,Hot pink,Charcoal,Blue,Azure,Brown,Silver,Navy blue,Khaki,Maroon
8429,Lime,Olden,Lime,Lime,Ivory,Plum,Coral,Azure,Coral,Cyan
8430,Yellow,Olive,Cyan,Purple,Navy blue,Blue,Plum,Aquamarine,Plum,Coral
8431,Lime,Magenta,Navy blue,Gray,Crimson,Pea green,Red,Silver,Khaki,Khaki
8432,Cyan,Brown,Red,Wheat,Azure,Olive,Green,Magenta,Black,Plum
8433,Red,Crimson,Brown,Green,Aquamarine,White,Fuchsia,Maroon,Yellow,Crimson
8434,Silver,Lime,Orange,Black,Navy blue,Plum,Charcoal,Coral,Brown,Maroon
8435,Purple,Plum,Ivory,Ivory,White,Azure,Red,Silver,Navy blue,Ivory
8436,Black,Pea green,Orange,Pea green,Lime,Lime,Fuchsia,Wheat,Ivory,Pea green
8437,Ivory,Brown,Olive,Cyan,Blue,Magenta,Olive,Brown,Coral,Aquamarine
8438,Plum,Ivory,Magenta,Magenta,Maroon,Azure,Orange,Lime,Black,Crimson
8439,Navy blue,Orange,Plum,Plum,Blue,Teal,Azure,Maroon,Maroon,Pea green
8440,Hot pink,Orange,Ivory,Silver,Olden,Fuchsia,Fuchsia,Fuchsia,Fuchsia,White
8441,Brown,Magenta,Charcoal,Olive,Ivory,Charcoal,Green,Green,Olive,Charcoal
8442,Silver,Fuchsia,Plum,Teal,White,Olden,Gray,Red,Maroon,Maroon
8443,Magenta,Ivory,Orange,Teal,Khaki,Ivory,Khaki,Brown,Wheat,Fuchsia
8444,Magenta,Wheat,Olden,Black,Brown,Lime,Olive,Magenta,Navy blue,Olive
8445,Black,Red,Cyan,Hot pink,Black,Black,Green,Charcoal,Ivory,Pea green
8446,Teal,Plum,Olive,Purple,Red,Fuchsia,Orange,Teal,Olden,Green
8447,Pea green,Blue,Blue,Crimson,Hot pink,Plum,Charcoal,Magenta,Wheat,Purple
8448,Ivory,Olive,Fuchsia,Olden,Orange,Red,Hot pink,Black,Olden,Maroon
8449,Lime,Plum,Pea green,Coral,Plum,Yellow,Olive,Maroon,Yellow,Hot pink
8450,Plum,Navy blue,Teal,Lime,Fuchsia,Blue,Lime,Silver,Teal,Blue
8451,Gray,Silver,Plum,Khaki,Aquamarine,Orange,Silver,Olive,Cyan,Maroon
8452,Yellow,Azure,Gray,Red,Teal,Hot pink,Cyan,Coral,Charcoal,Charcoal
8453,Maroon,Wheat,Khaki,Lime,Khaki,Charcoal,White,White,Magenta,Fuchsia
8454,Aquamarine,Yellow,Brown,Coral,Plum,Teal,Orange,Black,Khaki,Crimson
8455,Black,Red,Navy blue,Green,Cyan,Charcoal,Khaki,Silver,Wheat,Silver
8456,Aquamarine,Black,Wheat,Crimson,Maroon,Cyan,Khaki,Magenta,Pea green,Lime
8457,Navy blue,Orange,Gray,White,Black,Azure,Plum,Lime,Fuchsia,Silver
8458,Purple,Cyan,Navy blue,Hot pink,Khaki,Lime,Coral,Crimson,Aquamarine,Navy blue
8459,Orange,Crimson,Crimson,Lime,Lime,White,Wheat,Ivory,Purple,Aquamarine
8460,Azure,Orange,Plum,Orange,Lime,Azure,Maroon,Charcoal,Plum,Olive
8461,Gray,Plum,Purple,Olden,Olive,Purple,Ivory,Fuchsia,Purple,Red
8462,Silver,Charcoal,Azure,Ivory,Orange,Cyan,Green,Black,White,Orange
8463,Plum,Wheat,Hot pink,Azure,Red,Silver,Fuchsia,Aquamarine,Red,Coral
8464,Blue,White,Wheat,Magenta,Magenta,Pea green,Pea green,Coral,Orange,Plum
8465,White,Blue,Olden,Fuchsia,Hot pink,Magenta,Black,Charcoal,Yellow,Cyan
8466,Cyan,Silver,Hot pink,Charcoal,Olden,Charcoal,Plum,Teal,Ivory,Navy blue
8467,Brown,Magenta,Hot pink,Silver,Olden,White,Hot pink,Brown,Gray,Maroon
8468,Aquamarine,Olive,Purple,Cyan,Ivory,White,Olive,Maroon,Navy blue,Maroon
8469,Olden,Green,Green,Silver,Charcoal,Red,Ivory,Cyan,Orange,Gray
8470,Orange,Yellow,Wheat,Maroon,Brown,Orange,Pea green,Teal,Crimson,Olden
8471,Brown,Orange,Magenta,Cyan,Yellow,Hot pink,Orange,Khaki,Magenta,Red
8472,Lime,Black,Olive,Azure,Khaki,Fuchsia,Maroon,Gray,Azure,Silver
8473,Pea green,White,White,Fuchsia,Magenta,Hot pink,Magenta,Pea green,Aquamarine,Magenta
8474,Olive,Olive,Wheat,Olive,Purple,Brown,Yellow,Brown,Khaki,Olive
8475,Lime,Yellow,Charcoal,Olive,Wheat,Brown,Brown,Blue,Teal,Orange
8476,Yellow,Yellow,Fuchsia,Magenta,Red,Black,Olden,Pea green,Aquamarine,Azure
8477,Hot pink,Gray,Maroon,Red,Cyan,Khaki,Aquamarine,Fuchsia,Ivory,White
8478,Gray,Khaki,Khaki,Orange,Magenta,Fuchsia,Hot pink,Olden,Lime,Fuchsia
8479,Ivory,Crimson,Silver,Azure,Pea green,Ivory,Gray,Magenta,Lime,Navy blue
8480,Brown,Olive,Red,Aquamarine,Pea green,Crimson,Navy blue,Lime,Plum,Magenta
8481,Aquamarine,Silver,White,Orange,Crimson,Purple,Plum,Red,Fuchsia,Green
8482,Lime,Ivory,Cyan,Brown,Blue,Charcoal,Charcoal,Fuchsia,Pea green,Khaki
8483,Cyan,Olive,Gray,Red,Gray,White,Plum,White,Red,Maroon
8484,Orange,Blue,Azure,Olden,Black,Purple,Navy blue,Gray,Fuchsia,Blue
8485,Magenta,Black,Plum,Gray,White,Lime,Hot pink,Pea green,Azure,Plum
8486,Coral,Green,Orange,Black,Plum,Charcoal,Pea green,Crimson,Green,White
8487,Yellow,White,Yellow,Fuchsia,Brown,White,Plum,Fuchsia,Aquamarine,Orange
